The bathroom in the new apartment has a large window. It's lighter than the old one	Das Bad in der neuen Wohnung hat ein großes Fenster. Es ist heller als das alte
Die neue Wohnung hat vier Zimmer, die alte hatte nur zwei. Die neue ist größer als die alte	The new apartment has four rooms, the old one only had two. The new one is bigger than the old one
The new apartment has four rooms, the old one only had two. The new one is bigger than the old one	Die neue Wohnung hat vier Zimmer, die alte hatte nur zwei. Die neue ist größer als die alte
Die neue Wohnung kostet mehr als die alte. Die Miete ist teurer	The new apartment costs more than the old one. Rent is more expensive
The new apartment costs more than the old one. Rent is more expensive	Die neue Wohnung kostet mehr als die alte. Die Miete ist teurer
Die Einbauküche in der neuen Wohnung gefällt mir sehr. Sie ist schöner als die alte	I really like the fitted kitchen in the new apartment. She's prettier than the old one
I really like the fitted kitchen in the new apartment. She's prettier than the old one	Die Einbauküche in der neuen Wohnung gefällt mir sehr. Sie ist schöner als die alte
Jasmina und Josefina sind Zwillinge. Jasmina ist genauso alt wie Josefina	Jasmina and Josefina are twins. Jasmina is the same age as Josefina
Jasmina and Josefina are twins. Jasmina is the same age as Josefina	Jasmina und Josefina sind Zwillinge. Jasmina ist genauso alt wie Josefina
Du hast gerade den schönsten / schlimmsten Urlaub deines Lebens gehabt. Berichte und übertreibe, indem du den Superlativ benutzt! (Hotel, Essen, Natur, Aktivitäten ...)	You just had the best/worst vacation of your life. Report and exaggerate using the superlative! (hotel, food, nature, activities...)
You just had the best/worst vacation of your life. Report and exaggerate using the superlative! (hotel, food, nature, activities...)	Du hast gerade den schönsten / schlimmsten Urlaub deines Lebens gehabt. Berichte und übertreibe, indem du den Superlativ benutzt! (Hotel, Essen, Natur, Aktivitäten ...)
Mein Urlaub war der schlimmste Urlaub überhaupt. Das Zimmer war das dreckigste Zimmer und das Essen war am ekelhaftesten	My vacation was the worst vacation ever. The room was the dirtiest room and the food was the most disgusting
My vacation was the worst vacation ever. The room was the dirtiest room and the food was the most disgusting	Mein Urlaub war der schlimmste Urlaub überhaupt. Das Zimmer war das dreckigste Zimmer und das Essen war am ekelhaftesten
Ein Blauwal ist länger als ein Pottwal	A blue whale is longer than a sperm whale
A blue whale is longer than a sperm whale	Ein Blauwal ist länger als ein Pottwal
Mein Freund und ich sind manchmal sehr verschieden	My boyfriend and I are very different sometimes
My boyfriend and I are very different sometimes	Mein Freund und ich sind manchmal sehr verschieden
Ich kann zum Beispiel besser organisieren und behalte oft den Überblick	For example, I can organize better and often keep an overview
For example, I can organize better and often keep an overview	Ich kann zum Beispiel besser organisieren und behalte oft den Überblick
Wenn es aber um technische Fragen geht, weiß mein Freund viel mehr als ich	But when it comes to technical questions, my friend knows a lot more than I do
But when it comes to technical questions, my friend knows a lot more than I do	Wenn es aber um technische Fragen geht, weiß mein Freund viel mehr als ich
Und da wir uns beide lieber gegenseitig helfen, ergänzen wir uns perfekt	And since we both prefer to help each other, we complement each other perfectly
And since we both prefer to help each other, we complement each other perfectly	Und da wir uns beide lieber gegenseitig helfen, ergänzen wir uns perfekt
Ich mag Obst lieber als Süßigkeiten	I like fruit better than sweets
I like fruit better than sweets	Ich mag Obst lieber als Süßigkeiten
In einem Raum mit vielen Fenstern ist es direkt heller	In a room with many windows, it is brighter directly
In a room with many windows, it is brighter directly	In einem Raum mit vielen Fenstern ist es direkt heller
Leute, die lachen, gefallen mir besser	I like people who laugh better
I like people who laugh better	Leute, die lachen, gefallen mir besser
Meine Mutter ist kleiner als ich, obwohl sie älter ist	My mother is shorter than me, although she is older
My mother is shorter than me, although she is older	Meine Mutter ist kleiner als ich, obwohl sie älter ist
Mein Bruder ist leider immer noch stärker als ich	Unfortunately, my brother is still stronger than me
Unfortunately, my brother is still stronger than me	Mein Bruder ist leider immer noch stärker als ich
Nur weil jemand reicher ist, muss er nicht glücklicher sein	Just because someone is richer doesn't mean they are happier
Just because someone is richer doesn't mean they are happier	Nur weil jemand reicher ist, muss er nicht glücklicher sein
Ich habe meinen Tisch angestrichen. Er wirkt jetzt viel neuer	I painted my table. He looks a lot newer now
I painted my table. He looks a lot newer now	Ich habe meinen Tisch angestrichen. Er wirkt jetzt viel neuer
Schönere Möbel müssen nicht unbedingt teurer sein	More beautiful furniture does not necessarily have to be more expensive
More beautiful furniture does not necessarily have to be more expensive	Schönere Möbel müssen nicht unbedingt teurer sein
Allerdings ist er zwei Jahre jünger als Till. Das macht aber gar nichts denn Till spielt genauso gerne Handball wie Tom	However, he is two years younger than Till. But that doesn't matter because Till likes to play handball just as much as Tom
However, he is two years younger than Till. But that doesn't matter because Till likes to play handball just as much as Tom	Allerdings ist er zwei Jahre jünger als Till. Das macht aber gar nichts denn Till spielt genauso gerne Handball wie Tom
Kaufst du Sachen im Schlussverkauft, sind sie billiger	If you buy things on sale, they are cheaper
If you buy things on sale, they are cheaper	Kaufst du Sachen im Schlussverkauft, sind sie billiger
Eine Katze läuft schneller als eine Schildkröte	A cat runs faster than a turtle
A cat runs faster than a turtle	Eine Katze läuft schneller als eine Schildkröte
Eine Schnecke ist noch langsamer als eine Schildkröte	A snail is even slower than a turtle
A snail is even slower than a turtle	Eine Schnecke ist noch langsamer als eine Schildkröte
Das Wiesel ist dünner als die Katze	The weasel is thinner than the cat
The weasel is thinner than the cat	Das Wiesel ist dünner als die Katze
Hochwertige Sachen sind oft teurer	High-quality things are often more expensive
High-quality things are often more expensive	Hochwertige Sachen sind oft teurer
