In der Umgebung gibt es viel Natur	There is a lot of nature in the area
There is a lot of nature in the area	In der Umgebung gibt es viel Natur
Sie wollen jeden Stock in eine seperate Wohnung umbauen	They want to convert each floor into a separate apartment
They want to convert each floor into a separate apartment	Sie wollen jeden Stock in eine seperate Wohnung umbauen
Meine Großeltern freuen sich schon sehr auf das Ergebnis	My grandparents are really looking forward to the result
My grandparents are really looking forward to the result	Meine Großeltern freuen sich schon sehr auf das Ergebnis
Unsere Freunde wollen unbedingt ein Haus kaufen. Sie reden von nichts anderem mehr	Our friends really want to buy a house. They talk about nothing else anymore
Our friends really want to buy a house. They talk about nothing else anymore	Unsere Freunde wollen unbedingt ein Haus kaufen. Sie reden von nichts anderem mehr
Deswegen haben sie sich ein altes Haus angeschaut. Wir sollten sie begleiten	That's why they looked at an old house. We should accompany them
That's why they looked at an old house. We should accompany them	Deswegen haben sie sich ein altes Haus angeschaut. Wir sollten sie begleiten
Die Fenster waren kaputt und es fielen teilweise Ziegelsteine aus den Mauern	The windows were broken and some bricks fell out of the walls
The windows were broken and some bricks fell out of the walls	Die Fenster waren kaputt und es fielen teilweise Ziegelsteine aus den Mauern
Die Haustür konnte man kaum sehen, weil der Garten völlig zugewachsen war	You could hardly see the front door because the garden was completely overgrown
You could hardly see the front door because the garden was completely overgrown	Die Haustür konnte man kaum sehen, weil der Garten völlig zugewachsen war
Wir hatten ein bisschen Angst in den 1. Stock zu gehen	We were a bit afraid to go to the 1st floor
We were a bit afraid to go to the 1st floor	Wir hatten ein bisschen Angst in den 1. Stock zu gehen
Neben uns wird gerade ein neues Haus gebaut	A new house is being built next to us
A new house is being built next to us	Neben uns wird gerade ein neues Haus gebaut
Drinnen und draußen kann man dann alles genau nach seinem Geschmack gestalten	You can then arrange everything inside and outside according to your own taste
You can then arrange everything inside and outside according to your own taste	Drinnen und draußen kann man dann alles genau nach seinem Geschmack gestalten
Wo befindet sich der Garten vom Haus aus gesehen? -- draußen	Where is the garden seen from the house? -- outside
Where is the garden seen from the house? -- outside	Wo befindet sich der Garten vom Haus aus gesehen? -- draußen
Wie heißt der Stock, der auf der gleichen Höhe ist wie der Garten? -- Erdgeschoss	What is the name of the floor that is at the same height as the garden? -- Ground floor
What is the name of the floor that is at the same height as the garden? -- Ground floor	Wie heißt der Stock, der auf der gleichen Höhe ist wie der Garten? -- Erdgeschoss
Wenn ein Haus entsteht, ist es eine Baustelle	When a house is developed, it is a construction site
When a house is developed, it is a construction site	Wenn ein Haus entsteht, ist es eine Baustelle
Verschiedene Wohnungen befinden sich in einem Gebäude	Different apartments are located in one building
Different apartments are located in one building	Verschiedene Wohnungen befinden sich in einem Gebäude
Wie nennt man den Raum, in dem man kocht? -- Küche	What do you call the room you cook in? -- Kitchen
What do you call the room you cook in? -- Kitchen	Wie nennt man den Raum, in dem man kocht? -- Küche
